ccn,hospital_name,address,city,state,zip,phone,type,seeded_domain,pointer_status,remediation,reason,exa_query,resolved_domain
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,hpt-obf:v1:lv02eTe2tGlhFOZB.umSspQhln1VlF3lsWbAd8g.Dt5-QayoQaqI0GJeDBM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
11030F,AUGUSTA VA MEDICAL CENTER,1 FREEDOM WAY,AUGUSTA,GA,30904,hpt-obf:v1:1SpLKba9V4CNsX8s.FEIE7wH6BkUsdCwAPEh_rQ.9MBMVyroyxoq2snE5CQ,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
11031F,DUBLIN VA MEDICAL CENTER,1826 VETERANS BOULEVARD,DUBLIN,GA,31021,hpt-obf:v1:Js78w_lZo-SJKHMS.BYM7_LQE3dDa-qB7z5nQhQ.Jne9d36ckr8WrW_89s4,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
11032F,Martin ACH (FT Benning),6600 Van Aalst Blvd,Fort Benning,GA,31905,hpt-obf:v1:5rx8rMyXF3iZswQY.AYaY6gww0DoMUfMS353tWA.pRxMJkSToHG3t3si5gU,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
11033F,Dwight Eisenhower AMC (FT Gordon),300 East Hospital Rd,Fort Gordon,GA,30905,hpt-obf:v1:WPHk5YsqpSfI0m3D.apOJHcjDj2dOFpRFAGz9EQ.BZR0POQ96vqXgUzeKBY,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
11035F,Winn ACH (FT Stewart),1061 Harmon Ave,Fort Stewart,GA,31314,hpt-obf:v1:Vs_BXD9t0NNpi7IZ.dMbSdTsq22-5BhY2LDYmDA.v0IwB-lUwZ-Z9OiGoLU,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
110779,IRWIN COUNTY HOSPITAL,710 N IRWIN AVENUE,OCILLA,GA,31774,hpt-obf:v1:8CYNEu6PZVI0aNjg.ok_rWxuur80cs4efNMLK8w.aBGJ19WRWVpCk310m3g,Rural Emergency Hospital,,no-domain,exa-domain-lookup,no domain in the seed dataset,IRWIN COUNTY HOSPITAL hospital OCILLA GA official website,
111305,MILLER COUNTY HOSPITAL,209 N CUTHBERT STREET,COLQUITT,GA,39837,hpt-obf:v1:owybmb5Xoj0PCBan.wWmSGZHfqw7P3XJwFaB4PA.DIWvfgqmUXGgmqJxkmU,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MILLER COUNTY HOSPITAL hospital COLQUITT GA official website,
111311,JENKINS COUNTY MEDICAL CENTER,931 EAST WINTHROPE AVENUE,MILLEN,GA,30442,hpt-obf:v1:H1-wlzILGEl6_10N.uaZZSDJ4NA_uZcv2NjstQg.3NRypD5o6wlWKiBtFh0,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,JENKINS COUNTY MEDICAL CENTER hospital MILLEN GA official website,
111314,LIFEBRITE COMMUNITY HOSPITAL OF EARLY,11740 COLUMBIA STREET,BLAKELY,GA,39823,hpt-obf:v1:ne38dMODHZAtifN2.EOWKhQlX2YDilsCziwJVxw.9uRlwLUdRxG2p-tM9nc,Critical Access Hospitals,lifebriteearly.com,ok,name-match-review,pointer file works (19 entries) but none matched this hospital's name,,
111318,MONROE COUNTY HOSPITAL,88 MARTIN LUTHER KING JR DRIVE,FORSYTH,GA,31029,hpt-obf:v1:pukorE9ZEnv4AY1Q.Y2tC9enIUlPJq8IjtxQMnA.1zO0nXnaHLCdOUaxn80,Critical Access Hospitals,monroehospital.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,MONROE COUNTY HOSPITAL hospital FORSYTH GA official website,
111327,BACON COUNTY HOSPITAL,302 SOUTH WAYNE STREET,ALMA,GA,31510,hpt-obf:v1:1Y_r-RQeD1fLqzf9.vkBROTRzDxf9-CvPx0TKgQ.wCDchFJ3up5WqRC8fx0,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BACON COUNTY HOSPITAL hospital ALMA GA official website,
111337,ELBERT MEMORIAL HOSPITAL,4 MEDICAL DRIVE,ELBERTON,GA,30635,hpt-obf:v1:1oLtuUm7IH1RDaW5._826W9CcImesKM1AxPobog.rWXO0o9JYWRqGMx5Gpo,Critical Access Hospitals,emhcare.net,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,ELBERT MEMORIAL HOSPITAL hospital ELBERTON GA official website,
113300,ATHUR M BLANK HOSPITAL,2220 NORTH DRUID HILLS ROAD NE,ATLANTA,GA,30329,hpt-obf:v1:zMwoaho2UfGmLVKj.84PQsGhs4hSbDIepXf5-HQ.XtS-rWuAaWaDa6ylizM,Childrens,choaassets.choa.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,ATHUR M BLANK HOSPITAL hospital ATLANTA GA official website,
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD,ATLANTA,GA,30342,hpt-obf:v1:Zrpl0QAxe2Zq6DWL.FtUs7kOcu5LrCv3l1Rvd1Q.FVNrTrUgEOLKHE2GBP8,Childrens,choaassets.choa.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE hospital ATLANTA GA official website,
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,250 SCENIC HIGHWAY,LAWRENCEVILLE,GA,30046,hpt-obf:v1:9iMPzemN264p5RK2.c8KDaxUWm12f3qNZU_RvCQ.aoZFfhBPENMhndQwsf0,Psychiatric,summitridgehospital.net,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
114008,COASTAL HARBOR TREATMENT CENTER,1150 CORNELL AVE,SAVANNAH,GA,31406,hpt-obf:v1:nPOynZ-WMW0MLfw9.xitD9axVG-1eBW9VqU_byg.FZqSQzgeWjC6lqNdVhs,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,COASTAL HARBOR TREATMENT CENTER hospital SAVANNAH GA official website,
114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,2151 PEACHFORD ROAD,ATLANTA,GA,30338,hpt-obf:v1:TPNLlAMjjLbudPZa.0_CPbqRG-9KF-F1nmhil3Q.t7sRTMvUdfZwjvAt58Q,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA hospital ATLANTA GA official website,
114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,3000 SCHATULGA RD BOX 12435,COLUMBUS,GA,31917,hpt-obf:v1:d_Z_bPajnXsPj-f7.iq35NiU3dwno1jVdKE_xcQ.KbZravs2kR5hjcZ60_s,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,WEST CENTRAL GEORGIA REGIONAL HOSPITAL hospital COLUMBUS GA official website,
114016,ST SIMONS-BY-THE-SEA,2927 DEMERE ROAD,SAINT SIMONS ISLAND,GA,31522,hpt-obf:v1:v8LQF2CvRimjSAAN.rlo2oudPfQmIR5H7TOc9MQ.BbVWdkWOaJ_zDi4QJKk,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ST SIMONS-BY-THE-SEA hospital SAINT SIMONS ISLAND GA official website,
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,3073 PANTHERSVILLE ROAD,DECATUR,GA,30034,hpt-obf:v1:dSty1GLDg5eVyyDl.hVV0hfbUbVNO8WRcY9F_3Q.93PzN7oNfwjbDxXdwgU,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,GEORGIA REGIONAL HOSPITAL ATLANTA hospital DECATUR GA official website,
114028,GEORGIA REGIONAL HOSP SAVANNAH,1915 EISENHOWER DRIVE,SAVANNAH,GA,31416,hpt-obf:v1:s8dNm_2RxY2G5SkT.S75ANgsXYPfoZk1gaF9iOQ.RxL9M4zo_543rtP9J8Y,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,GEORGIA REGIONAL HOSP SAVANNAH hospital SAVANNAH GA official website,
114029,EAST CENTRAL REGIONAL HOSPITAL,3405 MIKE PADGETT HWY,AUGUSTA,GA,30906,hpt-obf:v1:iw1zcrhXjOgi9JuU.-ovRbyRrk-BrJkUbKHR5IQ.Gw9Fl5m5aQXHPY3qhuY,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,EAST CENTRAL REGIONAL HOSPITAL hospital AUGUSTA GA official website,
114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,5454 YORKTOWNE DRIVE,COLLEGE PARK,GA,30349,hpt-obf:v1:rnOPVgoIbfSztD1F.s9C8COWB62-LeHZss6pNiA.lmZgVobsQp_jjd_iTSA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS hospital COLLEGE PARK GA official website,
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,hpt-obf:v1:XWtMNEaIqUs3Cy8g.rLhQU9u4XiBjaZgCADciJA.W3QR55Hnf4n6dR9yiuI,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,KUAKINI MEDICAL CENTER hospital HONOLULU HI official website,
12001F,Tripler AMC (FT Shafter),1 Jarrett White Rd,Honolulu,HI,96859,hpt-obf:v1:kiX9XyFscQKQdVdr.VqQvxscpIkjJbWmW773JZw.AIYVf9Bu3_MFCbQrzGI,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,hpt-obf:v1:hecUfQPPgaOo7f8R.TQ_iFIkm-PqIQmThHYb72w.sHXObHpqZ2vO9Brclv4,Acute Care Hospitals,sjrmc.org,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,ST JOSEPH REGIONAL MEDICAL CENTER hospital LEWISTON ID official website,
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,hpt-obf:v1:YdK6mJx0wT0SDpVB.LU-G3sgzocaDiKCJxbKt9w.XXmY_AytJvUKQuZ8pvE,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
131303,NELL J REDFIELD MEMORIAL HOSPITAL,150 NORTH 200 WEST,MALAD CITY,ID,83252,hpt-obf:v1:lDBnIYoNxdHbp9XN.hyOmbmEPYYXFF0KAck9o1g.t6iWiBoafqCZkrTpppw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NELL J REDFIELD MEMORIAL HOSPITAL hospital MALAD CITY ID official website,
131304,POWER COUNTY HOSPITAL DISTRICT,510 ROOSEVELT STREET,AMERICAN FALLS,ID,83211,hpt-obf:v1:uUagCBQqLChjGnHR.qbg9QZrJ2d-axOYQ30r21g.f2WWoJaa2aLt2rHSap4,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,POWER COUNTY HOSPITAL DISTRICT hospital AMERICAN FALLS ID official website,
131314,SHOSHONE MEDICAL CENTER,25 JACOBS GULCH ROAD,KELLOGG,ID,83837,hpt-obf:v1:5EHy4fXXgJBzAe7J.zsdNIN7Ah1i-2t8b9Doimw.tJo-KxJKzEYJ1vCBMJU,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SHOSHONE MEDICAL CENTER hospital KELLOGG ID official website,
131315,SYRINGA GENERAL HOSPITAL,607 W MAIN STREET,GRANGEVILLE,ID,83530,hpt-obf:v1:kHIivOsqnanCVcFG.PCjUwNguLyiLIClV3cOuAw.MX4mYTH3ZMWiGxuTngY,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SYRINGA GENERAL HOSPITAL hospital GRANGEVILLE ID official website,
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,hpt-obf:v1:H3gkvfU1duhOaBLf.GY2C-D1x5u25xMS4JxCe2g.xAMMMONZahaki_rs-XU,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,VALOR HEALTH hospital EMMETT ID official website,
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,301 CEDAR STREET,OROFINO,ID,83544,hpt-obf:v1:Nw82klD6DHjgZhKf.B8nXrEUyZ_T9BDzZ9hCfsg.NaVQh17B-qBYV2Zfys0,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CLEARWATER VALLEY HOSPITAL & CLINICS hospital OROFINO ID official website,
131322,FRANKLIN COUNTY MEDICAL CENTER,44 NORTH FIRST EAST,PRESTON,ID,83263,hpt-obf:v1:LCAn9Vs2qpM7EZND.2gxtY34YvpLfoDlab2P2sQ.7GcDu0lpxC2qY761h2k,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,FRANKLIN COUNTY MEDICAL CENTER hospital PRESTON ID official website,
131327,GRITMAN MEDICAL CENTER,700 SOUTH MAIN STREET,MOSCOW,ID,83843,hpt-obf:v1:RmjPqJQwiGIgbVQY.vWxj2ei4XqiZ5p1ZQeoJrQ.o8IOYzp11Qv38jRl7rU,Critical Access Hospitals,gritman.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,GRITMAN MEDICAL CENTER hospital MOSCOW ID official website,
134002,INTERMOUNTAIN HOSPITAL,303 NORTH ALLUMBAUGH STREET,BOISE,ID,83704,hpt-obf:v1:Gwx82pMagv17JFMT.S3aprUec3oMWh2BRI3LbtQ.XB-Yto8a0FCNVRFg4VE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,INTERMOUNTAIN HOSPITAL hospital BOISE ID official website,
134010,STATE HOSPITAL SOUTH,700 EAST ALICE STREET,BLACKFOOT,ID,83221,hpt-obf:v1:7cRtZBbONNQ2ohlW.xJuWt_6klOWZ9d7gS4tb6w.Pnz3APmIBQ-iUqWbRSw,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,STATE HOSPITAL SOUTH hospital BLACKFOOT ID official website,
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,hpt-obf:v1:_ev7l6sd2S0y8E0d.2CmT2JbZiFzlXi_NOy0luA.YJ-sjTFifiDk16FNBTg,Acute Care Hospitals,nch.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL hospital EVANSTON IL official website,
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,hpt-obf:v1:GKNe2KG6Rrb5reLF.rzL0wg63gAu0UR2IR_v5uA.6JsCHIBQ691EOI2DATU,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,hpt-obf:v1:xRll_d4twQHZIjrJ.WqrpZTF1wUfyKwVwL68n1Q.zZzBpXPxC_iuvq5lkDA,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CGH MEDICAL CENTER hospital STERLING IL official website,
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,hpt-obf:v1:mmw3iRJnBfwYxf0K.-RnCQ2FL8HxG1CnxLFAL7A.f5Wd9PncWR2QGifwrH4,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,hpt-obf:v1:M5W5L5D88ZPFFkFS.6PdpMRJs7PX1zXExj_La6w.kud-8rALJ61Kt9kSLO8,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,hpt-obf:v1:KnZ_mOgf61MdmvNR.3BJS48sOtTpOcoV-S_wQcw.iRLLwXPdvpY790NXoEc,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MC DONOUGH DISTRICT HOSPITAL hospital MACOMB IL official website,
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,hpt-obf:v1:Hn86o7zxt2rd2GIn._nDga49RvUoyt-59n4OE6w.5b2PAOTxy4cnbKQPDJs,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,hpt-obf:v1:Gjc1EXLWHcxakFE5.CjLh1TBNiFu81P5mmpfRDg.bN9bZDNj7BEbWH603m0,Acute Care Hospitals,mercy.net,ok,name-match-review,pointer file works (73 entries) but none matched this hospital's name,,
140100,"MIDWESTERN REGION MED CENTER, INC",2520 ELISHA AVENUE,ZION,IL,60099,hpt-obf:v1:2Ec6hIVnDFq2e71q.HyXiDXH3EpElBKxjemop8A.4dYF4lSx3BIkCz71Amo,Acute Care Hospitals,cancercenter.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
140114,SWEDISH HOSPITAL,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,hpt-obf:v1:BHXfUAKyvO0_vNV4.NEOzCJW_zokrOtewSJRRKQ.Wl0fIRJ5t2RzcOtcw5U,Acute Care Hospitals,swedishcovenant.org,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
140148,MEMORIAL MEDICAL CENTER,701 N FIRST ST,SPRINGFIELD,IL,62702,hpt-obf:v1:XIWPophes6LNBMrj.-JKoeGv8wIggZNFLl78BLA.8jksyZDtMWIuQq-YTgA,Acute Care Hospitals,memorial.health,ok,name-match-review,pointer file works (5 entries) but none matched this hospital's name,,
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,hpt-obf:v1:ChKC1ZSt82K-UBkZ.FP9Mjr46oZ02R-l_l5Jg5A.sOM5YLHUfjhfRXZzK8I,Acute Care Hospitals,franciscanhealth.org,ok,name-match-review,pointer file works (13 entries) but none matched this hospital's name,,
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,2233 W DIVISION ST,CHICAGO,IL,60622,hpt-obf:v1:4TbKpYq2EJpf0_6O.NOSM_1F_5wczjJKsum1uaw.mcA0LHafeZrq6VhhjGk,Acute Care Hospitals,healthcare.ascension.org,ok,name-match-review,pointer file works (93 entries) but none matched this hospital's name,,
140181,SOUTH SHORE HOSPITAL,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,hpt-obf:v1:ZXdLg7ydQmuNjWh2.cl9W_zEf2nIF83frdcnqRw.NnJDn4wNnL3M9dKh-Sw,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTH SHORE HOSPITAL hospital CHICAGO IL official website,
140184,HEARTLAND REGIONAL MEDICAL CENTER,3333 W DEYOUNG,MARION,IL,62959,hpt-obf:v1:ECzYqdU1DuEcG3zD.I3fEYKuy7xvMvygBiPwoCw.vT3cJLJ70EnNKECpNZA,Acute Care Hospitals,heartlandregional.com,ok,name-match-review,pointer file works (13 entries) but none matched this hospital's name,,
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,hpt-obf:v1:lLrb1-TXTvbppKLB.TwhJSz1tTO3_PLKtBcDTtQ.WEmvrmslq0pZFVY95SA,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ELMHURST MEMORIAL HOSPITAL hospital ELMHURST IL official website,
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,1900 SILVER CROSS BLVD,NEW LENOX,IL,60451,hpt-obf:v1:yjsCeGmuTAIxq1S7.FTpkDr3wGyFOppF_j2vEnA.T7eQLINhnTsUi8cmAlc,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS hospital NEW LENOX IL official website,
140228,UW HEALTH,1401 EAST STATE STREET,ROCKFORD,IL,61104,hpt-obf:v1:r_YJhewtbWbicpps.l9ywEv_rlV1uS7J9nEdXNw.rMjXWgLT-UrjP5zFKkY,Acute Care Hospitals,uwhealth.org,ok,name-match-review,pointer file works (6 entries) but none matched this hospital's name,,
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,hpt-obf:v1:MZJuSBLNUKxh6gOP.joVMTOzVeHMBXvMToiQXrQ.Gfj_YZ7IRxopU8wqGSs,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,EDWARD HOSPITAL hospital NAPERVILLE IL official website,
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,IL,60005,hpt-obf:v1:Kte_QOv4bJwfruJl.mHwcoR6QuJAWjFZ1WETsSg.YnKgRvYaf2mj3Lwwpso,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHWEST COMMUNITY HOSPITAL 1 hospital ARLINGTON HEIGHTS IL official website,
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,IL,62062,hpt-obf:v1:D636sXVKKatkqt3W.msLbQryWtkwynNIyNFDu3A.lvBKWIEauxupE2-gs_s,Acute Care Hospitals,andersonhospital.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,ANDERSON HOSPITAL hospital MARYVILLE IL official website,
14034F,NORTH CHICAGO VA MEDICAL CENTER,3001 GREENBAY ROAD,NORTH CHICAGO,IL,60064,hpt-obf:v1:5H8Rn6Z_iHPfPHM5.q10eRwip0gxhHefE0xw2rw.0WJOW8NrIL1cAlY8X_E,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
141306,COMMUNITY HOSPITAL OF STAUNTON,400 N CALDWELL ST,STAUNTON,IL,62088,hpt-obf:v1:Y3EIuWJB6iDN2Vhp.jDhSsr9xdepTJ-9zMZlIgw.quU5C9uKMJwb26kuJY8,Critical Access Hospitals,stauntonhospital.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,COMMUNITY HOSPITAL OF STAUNTON hospital STAUNTON IL official website,
141320,PARIS COMMUNITY HOSPITAL,721 E COURT STREET,PARIS,IL,61944,hpt-obf:v1:n_kHuI6ahSl0jGol.L6rvUoc-zetyThugIx1evg.dkwxfkOpNNtx9BUAyYs,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PARIS COMMUNITY HOSPITAL hospital PARIS IL official website,
141323,MASSAC MEMORIAL HOSPITAL,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,hpt-obf:v1:wP4ujJAZzA_JfgYG.WeimrdyfsO66ZofLvKY8JQ.XkU5PoIpGIeZrwMsMM8,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MASSAC MEMORIAL HOSPITAL hospital METROPOLIS IL official website,
141328,HARDIN COUNTY GENERAL HOSPITAL & CLINIC,FERRELL ROAD,ROSICLARE,IL,62982,hpt-obf:v1:8dDSGIsTu60sX50B.pgkPKJa2bdbbVUMv8FoUxA.5UtAvKTV8-N0FngQMtw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HARDIN COUNTY GENERAL HOSPITAL & CLINIC hospital ROSICLARE IL official website,
141330,HOPEDALE HOSPITAL,107 TREMONT STREET,HOPEDALE,IL,61747,hpt-obf:v1:UxTuT0SLbSj896EL.PXw2ozyoXngiFJkSrZjE2w.SUQKlP5QHRIt3onLVbs,Critical Access Hospitals,hopedalemc.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,HOPEDALE HOSPITAL hospital HOPEDALE IL official website,
141332,HILLSBORO AREA HOSPITAL,1200 E TREMONT STREET,HILLSBORO,IL,62049,hpt-obf:v1:ZKGHEU8oxB3D-PLE.x4d12eMBDNDlmCVKEte5ZA.SvHNXjI9oIMTkqtaKAA,Critical Access Hospitals,hillsboroareahospital.org,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,HILLSBORO AREA HOSPITAL hospital HILLSBORO IL official website,
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,hpt-obf:v1:AqBMU5wXuxb8vkxZ.Axyv3edfAnBmw5TC6MlWEw.zsrX2w6EODfHqgQf7vo,Critical Access Hospitals,mercyhealthsystem.org,ok,name-match-review,pointer file works (16 entries) but none matched this hospital's name,,
141338,MEMORIAL HOSPITAL,1900 STATE ST,CHESTER,IL,62233,hpt-obf:v1:IrnTKvzi7dCcnNh0.G7GXTvbFvvV9LciYxTxkag.WQpWynQFAK-2FcPGk9U,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MEMORIAL HOSPITAL hospital CHESTER IL official website,
144009,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",8311 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,hpt-obf:v1:A-ld60jMoDGMdjFt._6iBe0Wc6cKu19oEP5ksAg.qhxF8MqOdkQwAdZR4RI,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL hospital FOREST PARK IL official website",
144010,CHICAGO READ MENTAL HEALTH CENTER,4200 N OAK PARK AVE,CHICAGO,IL,60634,hpt-obf:v1:8EA-tZduaz-TS8Xb.2oo8nQqubsgfvz4gppGvgA.kjck-A5_yv0s80anPIw,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,CHICAGO READ MENTAL HEALTH CENTER hospital CHICAGO IL official website,
144016,ALTON MENTAL HEALTH CENTER,4500 COLLEGE AVENUE,ALTON,IL,62002,hpt-obf:v1:e7MorgDm9bJVjsoC.pAX18_KN0t8WyLxJI8NVeQ.9_8Vhu7o-I5mGMn32ZA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ALTON MENTAL HEALTH CENTER hospital ALTON IL official website,
144021,ANDREW MCFARLAND MENTAL HLTH CTR,901 SOUTHWIND RD,SPRINGFIELD,IL,62703,hpt-obf:v1:OrEwn5fEj1OTGOu1.qmUhi2t8OCr1IdOKBr-0hA.T1QrcR4jBtK8kGf-s-g,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ANDREW MCFARLAND MENTAL HLTH CTR hospital SPRINGFIELD IL official website,
144026,HARTGROVE HOSPITAL,5730 W ROOSEVELT ROAD,CHICAGO,IL,60644,hpt-obf:v1:iokz-u5Iph3V8X8_.tiY6qyc9mkVfCaY9bwh7pQ.BNWsQgbWe4IedMvn1f8,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,HARTGROVE HOSPITAL hospital CHICAGO IL official website,
