ccn,hospital_name,address,city,state,zip,phone,type,seeded_domain,pointer_status,remediation,reason,exa_query,resolved_domain
251308,PONTOTOC HEALTH SERVICE INC CAH,176 SOUTH MAIN STREET,PONTOTOC,MS,38863,hpt-obf:v1:aTCmNOzIFf1uI4a7.eadAI5Ltu5B2SqH8IqIVAA.FA5Gu7l-TQlEwgipE6E,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PONTOTOC HEALTH SERVICE INC CAH hospital PONTOTOC MS official website,
251316,OCHSNER WATKINS HOSPITAL,605 SOUTH ARCHUSA AVENUE,QUITMAN,MS,39355,hpt-obf:v1:fE1KmHEIYGxpYXl4.Frw060oihitasrWw3AwueA.y7FnxF4s_53PHzGjUt0,Critical Access Hospitals,ochsnerrush.org,ok,name-match-review,pointer file works (26 entries) but none matched this hospital's name,,
251322,OCHSNER LAIRD HOSPITAL,25117 HIGHWAY 15,UNION,MS,39365,hpt-obf:v1:v-bM1tGHNxfHL32Q.vt26w7w4ilx0I9T7H1jfXA.rj7RoFSchW-jKTsfwPI,Critical Access Hospitals,ochsnerrush.org,ok,name-match-review,pointer file works (26 entries) but none matched this hospital's name,,
251323,OCHSNER SCOTT REGIONAL,317 HIGHWAY 13 SOUTH,MORTON,MS,39117,hpt-obf:v1:ToFkdq9dr3DtAmLy.HPv_sX359aJJ4wkUrHgq9A.ceKJQc-nuNlMSQjkAFs,Critical Access Hospitals,ochsnerrush.org,ok,name-match-review,pointer file works (26 entries) but none matched this hospital's name,,
251325,COVINGTON COUNTY HOSPITAL CAH,701 SOUTH HOLLY AVENUE,COLLINS,MS,39428,hpt-obf:v1:_I9iJViIqXpW-Rid.LX8s0I2dTcjkj6nxxmeQ5Q.gp4y3OCe4GB07-2GcII,Critical Access Hospitals,irp.cdn-website.com,blocked,unblocker,"domain returned 403/429; needs the unblocker, not a new domain",,
251333,PEARL RIVER COUNTY HOSPITAL,305 WEST MOODY STREET,POPLARVILLE,MS,39470,hpt-obf:v1:z7kZMVANyGeRFTcy.t6VjNDKsZ9t1iuKjopAKLw.TPUoullcsEb1G9fhyhw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PEARL RIVER COUNTY HOSPITAL hospital POPLARVILLE MS official website,
251334,CHOCTAW REGIONAL MEDICAL CENTER,8613 MS HWY 12,ACKERMAN,MS,39735,hpt-obf:v1:hp9Ao0cXiKNCyfyX.NNU9yWjAh8yqM6PIW9TUzQ.UGKRfLs0c3Igw6R3puY,Critical Access Hospitals,choctawregional.com,notfound,exa-domain-lookup,pointer fetch failed (notfound); domain is likely wrong or stale,CHOCTAW REGIONAL MEDICAL CENTER hospital ACKERMAN MS official website,
251335,OCHSNER STENNIS MEMORIAL HOSPITAL,14365 HIGHWAY 16 WEST,DE KALB,MS,39328,hpt-obf:v1:Yn4S5duyS7lFSVsq.pqE1Fvnyl9jr2ZCx35yt-A.NnxpP29lqpqMFCAE1z0,Critical Access Hospitals,ochsnerrush.org,ok,name-match-review,pointer file works (26 entries) but none matched this hospital's name,,
251339,QUITMAN COMMUNITY HOSPITAL,340 GETWELL DRIVE,MARKS,MS,38646,hpt-obf:v1:tYHAGtM1t-7QFD54.QDQrh9B7S3Z4jCo0jdillA.nnoRgdC6yWjeLWPJh-M,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,QUITMAN COMMUNITY HOSPITAL hospital MARKS MS official website,
254005,PARKWOOD BEHAVIORAL HEALTH SYSTEM,8135 GOODMAN ROAD,OLIVE BRANCH,MS,38654,hpt-obf:v1:T1QwTDX9fc6pqXjP.MUGYPssdFD1VUEaVJ7XrYw.NcJG01Q8As1AJOTzgrA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,PARKWOOD BEHAVIORAL HEALTH SYSTEM hospital OLIVE BRANCH MS official website,
254007,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS,3531 EAST LAKELAND DRIVE,FLOWOOD,MS,39232,hpt-obf:v1:FXNgtETgsAm9Dcvz.xMVILYK9LBhweEP5HWPbPQ.Bycu6IrNLTsHG7_D51E,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,BRENTWOOD BEHAVIORAL HEALTHCARE OF MS hospital FLOWOOD MS official website,
254008,SOUTH MISSISSIPPI STATE HOSPITAL,823 HIGHWAY 589,PURVIS,MS,39475,hpt-obf:v1:t4W9qzL6eUdwlaG3._oZT78wcMrSB67cA-Px0fw.S9yNqP9IT2ZO8Olj-Bg,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTH MISSISSIPPI STATE HOSPITAL hospital PURVIS MS official website,
254009,NORTH MISSISSIPPI STATE HOSPITAL,1937 BRIAR RIDGE RD,TUPELO,MS,38804,hpt-obf:v1:7o6xHd8KUa_uVj0w.kY6wtvjyKKOHWFr7vWjFxA.s4KgSWUuiYw4MveppFk,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTH MISSISSIPPI STATE HOSPITAL hospital TUPELO MS official website,
254010,MS STATE HOSPITAL-WHITFIELD,3550 HIGHWAY 468 WEST,WHITFIELD,MS,39193,hpt-obf:v1:Ssa383QVRwAGW7IZ.7dK6AatjG9Hyvxz4GYlbvA.dH8oJaFNdSHaMR1lnSw,Psychiatric,msh.state.ms.us,neterr,exa-domain-lookup,pointer fetch failed (neterr); domain is likely wrong or stale,MS STATE HOSPITAL-WHITFIELD hospital WHITFIELD MS official website,
254011,GULFPORT BEHAVIORAL HEALTH  SYSTEM,11150 US HIGHWAY 49 NORTH,GPT,MS,39503,hpt-obf:v1:znwEX65hZgZGMk4H.7xTUMEWo-qRzgUmfa2EP4Q.JF8fZ59I2tIQ7Zep-ZA,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,GULFPORT BEHAVIORAL HEALTH  SYSTEM hospital GPT MS official website,
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,hpt-obf:v1:e3h4en_51hzsV87T.NLC61by4Kv6e7l-857bdaw.FqYCOAXZ5beQpt8Gytg,Acute Care Hospitals,cdmpricing.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,PHELPS COUNTY REGIONAL MEDICAL CENTER hospital ROLLA MO official website,
26002F,General Leonard Wood ACH (FT Leonard Wood),4430 Missouri Ave,Fort Leonard Wood,MO,65473,hpt-obf:v1:vf4tL3Gdy0KWpZkg.nBtjS1rgf-t2_U30rCS-pg.Fay35CRLZhzPjTlgecw,Acute Care - Department of Defense,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,hpt-obf:v1:lzdcVObS9MpP6JWd.aUC3QIC8f5Y2gFgy48r1DQ.vsl_7if-o9Mcm9TeMrY,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
260057,CAMERON REGIONAL MEDICAL CENTER,1600 E EVERGREEN,CAMERON,MO,64429,hpt-obf:v1:zns7-sUyYyTgBsWb.72PLvLgOCzTIMlm1_tL5yg.MA71SMmJsK4wmcVAv6w,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CAMERON REGIONAL MEDICAL CENTER hospital CAMERON MO official website,
260070,PEMISCOT COUNTY MEMORIAL HOSPITAL,946 EAST REED,HAYTI,MO,63851,hpt-obf:v1:BGujS-GZvJTpxee3.7GU269da4pHz8rU64cUxaQ.Fa-JGsEIPdAEtzetG5s,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PEMISCOT COUNTY MEMORIAL HOSPITAL hospital HAYTI MO official website,
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,hpt-obf:v1:04Gd2A1dogSoy4rg.lqOxrt91ZnZSF8uLBKUSUg.kautrywO1KGCvZ2nZOA,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,hpt-obf:v1:74QM_O0MdV-aGa7j.TPDK5Deaj49pgPCWARVcaA.t_n9YlztOtJ-dHU5zxE,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
260110,MERCY HOSPITAL SOUTHEAST,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,hpt-obf:v1:2uIqQfIbC1eIXpQO.HySTdud1gEn_pZ5KgcWG7Q.oWPp2rL07nPic5uE8FQ,Acute Care Hospitals,sehealth.org,ok,name-match-review,pointer file works (73 entries) but none matched this hospital's name,,
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,1600 N 2ND ST,CLINTON,MO,64735,hpt-obf:v1:-30x5PrqQLGsdFvl.UDhl6VZge0olWZ4GGKPJEQ.F-4Q4--37NiKq7k0aMc,Acute Care Hospitals,health-improve.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,GOLDEN VALLEY MEMORIAL HOSPITAL hospital CLINTON MO official website,
260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,hpt-obf:v1:P1o3B6jcjOGT7wEj.LfhZYnmWSfwFf0NUFJVQSQ.nRa_0WtDk12Q7K9CPIg,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ST LUKES HOSPITAL hospital CHESTERFIELD MO official website,
26023F,COLUMBIA MO VA MEDICAL CENTER,800 HOSPITAL DR,COLUMBIA,MO,65201,hpt-obf:v1:GgKuG1Urf6zhpQWP.TRcU-p0hs_MjvXoEotQasg.SFvGDJSIIm8ndYtsCMg,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO STREET,APPLETON CITY,MO,64724,hpt-obf:v1:awltjXxbFgTSBrFE.htspenZJvZopwPPGMzBGWA.DFM47vHCqW-hVpp_Nb0,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,ELLETT MEMORIAL HOSPITAL hospital APPLETON CITY MO official website,
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,MO,63565,hpt-obf:v1:OMqUygB0MTBXVikl.WVAUJ_HD1Lmn5Uje-auLvQ.6Hsozk20gbFlBp4_fJU,Critical Access Hospitals,pcmhosp.com,failed,exa-domain-lookup,pointer fetch failed (failed); domain is likely wrong or stale,PUTNAM COUNTY MEMORIAL HOSPITAL hospital UNIONVILLE MO official website,
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,hpt-obf:v1:x3TCuGuDzuyOQLbO.LU3OKiLXrlpn9I6AIBFmeQ.CLwiSJQReTyo1a9_uvs,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WASHINGTON COUNTY MEMORIAL HOSPITAL hospital POTOSI MO official website,
261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,MO,64424,hpt-obf:v1:MvyY74nSg6wE88lx.iZ0dghApiBJMaxsQmgnoJA.EtdswbVod0-8KsjJouo,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HARRISON COUNTY COMMUNITY HOSPITAL hospital BETHANY MO official website,
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,MO,63552,hpt-obf:v1:-oreh2LTlQ5TaP2D.T0QoC5G99coAGSFHAY3BSg.1nRg6Lwzvc4mDJH6xSg,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL hospital MACON MO official website,
261323,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,MO,64744,hpt-obf:v1:m0TreZnNgyT2gSNU.nqhYdEbl7BcPN8QIANqlJg.KM-ThdSDzftujlY8fTE,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CEDAR COUNTY MEMORIAL HOSPITAL hospital EL DORADO SPRINGS MO official website,
261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,64085,hpt-obf:v1:CBpfUxeKcf1JLl_7.zw_i27U6KMvVrPI97L0H1w.TfsvVvUOC2Pf5hcThmo,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,RAY COUNTY MEMORIAL HOSPITAL hospital RICHMOND MO official website,
261336,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,MO,63663,hpt-obf:v1:D0ONOCwy7S5G9e8j.TDy6E_T-4PBK88JKtyzDiA.ngJdTS1uYTCj4u9DtSg,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,IRON COUNTY MEDICAL CENTER hospital PILOT KNOB MO official website,
264004,CENTER FOR BEHAVIORAL MEDICINE,600 EAST 5TH STREET,FULTON,MO,65251,hpt-obf:v1:UrtvUzJIGUJvBn2S.-woDPMWY_xgHb2ZdcS_OPA.zJaXS82CYpI0rXOTbD8,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,CENTER FOR BEHAVIORAL MEDICINE hospital FULTON MO official website,
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,MO,63640,hpt-obf:v1:cm9hDgkC5w1Z-0T2.Cg_K5yk7G3brtEs7PZgFUw.VYlErFeZJNekKZZU7bI,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTHEAST MISSOURI MENTAL HLTH CTR hospital FARMINGTON MO official website,
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,SAINT JOSEPH,MO,64502,hpt-obf:v1:TrNHq1Ht4MMS4FoK.qDpRPS0e1cBJk1kXz0JKfQ.FdhYjVIdMKDGnVlscoc,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR hospital SAINT JOSEPH MO official website,
264008,CENTER FOR BEHAVIORAL MEDICINE,1000 E 24TH STREET,KANSAS CITY,MO,64108,hpt-obf:v1:ivBAjK9P2wkVgy-1.9CQcoxqpNOr6dQuqIESo1w.6HNhd7kQi3SKnBEr7pQ,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,CENTER FOR BEHAVIORAL MEDICINE hospital KANSAS CITY MO official website,
264010,ST LOUIS FORENSIC TREATMENT CENTER,5400 ARSENAL ST,SAINT LOUIS,MO,63139,hpt-obf:v1:YzktC551MZseSQBX.DqNQzAJep2G05B6nDXYp-w.e0j8JBqRi5jZLm8ZTaE,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,ST LOUIS FORENSIC TREATMENT CENTER hospital SAINT LOUIS MO official website,
264034,SOUTHEAST BEHAVIORAL HOSPITAL,639 SOUTH SILVER SPRINGS ROAD,CAPE GIRARDEAU,MO,63703,hpt-obf:v1:tJs5LOZfi6i1WgGd.il3KXa0LP-v_1hLt1eNQvA.SLrL-2-FB4HWgnnfpME,Psychiatric,,no-domain,exa-domain-lookup,no domain in the seed dataset,SOUTHEAST BEHAVIORAL HOSPITAL hospital CAPE GIRARDEAU MO official website,
270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,hpt-obf:v1:CEA3oZsstm4OAllO.0wcoLtMPce5gmRxgHUAd_g.rntNIzIVGze9J2-47yE,Acute Care Hospitals,benefis.org,ok,name-match-review,pointer file works (7 entries) but none matched this hospital's name,,
27003F,VA MONTANA HEALTHCARE SYSTEM,3687 VETERANS DRIVE,FORT HARRISON,MT,59636,hpt-obf:v1:nFpvSZiXvBvEN66_.aI2MiA3AC17QpPaUY6xENg.LMAsgJ4P3-P8PfEmXD8,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
270074,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET,"760 HOSPITAL CIRCLE, POST OFFICE BOX 760",BROWNING,MT,59417,hpt-obf:v1:OcHRd2Pnafn7Mkrs.VtGDOEuoGIw5JOVU_SefDA.OX56vVQuYpyWFiGK-f0,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,P H S INDIAN HOSPITAL AT BROWNING - BLACKFEET hospital BROWNING MT official website,
271300,POPLAR COMMUNITY HOSPITAL,211 H ST E,POPLAR,MT,59255,hpt-obf:v1:MUslVsS3I3NcQy96.-6YVJxR7p_9sq-e3fIu-jA.S7dPGTSM1QF6Gcs1GCI,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,POPLAR COMMUNITY HOSPITAL hospital POPLAR MT official website,
271303,GRANITE COUNTY MEDICAL CENTER,310 SANSOME ST,PHILIPSBURG,MT,59858,hpt-obf:v1:0uV8A7QpwRhCdg5F.EugKc5no-cJH5MwoQzaxbA.bGoPA_nzMWKBqEKM_wY,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GRANITE COUNTY MEDICAL CENTER hospital PHILIPSBURG MT official website,
271309,PRAIRIE COMMUNITY CAH,312 S ADAMS,TERRY,MT,59349,hpt-obf:v1:ahRYqGMByjFbdIc4.y6KjMHPcJBTtcZFnKLzwNw.sup-xGcM_m7JqHDfiu4,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PRAIRIE COMMUNITY CAH hospital TERRY MT official website,
271310,GARFIELD COUNTY HEALTH CENTER,332 LEAVITT AVE,JORDAN,MT,59337,hpt-obf:v1:CsFhVKaFxZU3DfN7.g8CO6a--JiBWK8RqzL9_Nw.j6VycbIqi2HMxJixHLc,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,GARFIELD COUNTY HEALTH CENTER hospital JORDAN MT official website,
271315,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH,"456 GROS VENTRE AVE, RR 1",HARLEM,MT,59526,hpt-obf:v1:ZkgFobw8n9TevOXe.onKM4bxc9-YwH401FaurRA.mdAqDqw-kA5Wo1Kuifg,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,P H S INDIAN HOSPITAL-FT BELKNAP AT HARLEM - CAH hospital HARLEM MT official website,
271321,WHEATLAND MEMORIAL HOSPITAL,530 3RD ST NW,HARLOWTON,MT,59036,hpt-obf:v1:16VStAMFnAcP50jU.q53pGA1PKsKNvT1gmtgnZA.wm_TnqZF95wqOy_o3qw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,WHEATLAND MEMORIAL HOSPITAL hospital HARLOWTON MT official website,
271324,PONDERA MEDICAL CENTER,805 SUNSET BLVD,CONRAD,MT,59425,hpt-obf:v1:3jq7ZgXNWw5hW3Zv.sJdLUx8Mb29o80sPSBKfoQ.YzWCY3A26IvT1ccPV3g,Critical Access Hospitals,logan.org,ok,name-match-review,pointer file works (6 entries) but none matched this hospital's name,,
271329,MADISON VALLEY MEDICAL CENTER,305 N MAIN,ENNIS,MT,59729,hpt-obf:v1:50kP-_xyaPj07AjD.Hi8DlXkCVOYkmbFztd4isA.pqU_RFQjBAN7VdSiEhY,Critical Access Hospitals,mvmedcenter.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,MADISON VALLEY MEDICAL CENTER hospital ENNIS MT official website,
271339,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE,"1010 SOUTH 7650 EAST, POST OFFICE BOX 9",CROW AGENCY,MT,59022,hpt-obf:v1:iWQyPn0_Z-rGeZTn.iFJiwzWatXO_j9UPsAJQOA.5z5KF9F4q1WYGdDdl8k,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,P H S INDIAN HOSPITAL CROW / NORTHERN CHEYENNE hospital CROW AGENCY MT official website,
271341,TRINITY HOSPITAL,315 KNAPP ST,WOLF POINT,MT,59201,hpt-obf:v1:dS2pYDErB1Zn3NsA.p37rNrVnGHE3G1GzKaMIMw.1PmrqfEjrFWx12sLPTk,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,TRINITY HOSPITAL hospital WOLF POINT MT official website,
271345,CENTRAL MONTANA MEDICAL CENTER,408 WENDELL AVE,LEWISTOWN,MT,59457,hpt-obf:v1:9hI6D4HMfs2SOKMe.wfDDnnh4DczCrmO9CyhVwA.8VcTFUKbkLg2iSZlK-s,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CENTRAL MONTANA MEDICAL CENTER hospital LEWISTOWN MT official website,
271348,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,hpt-obf:v1:6ceM69Lwqvvdw1aB.V0z7ri3ilBY_cWZHJft5fg.bgAERuZHTPJYGCVinUA,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,NORTHERN MONTANA HOSPITAL hospital HAVRE MT official website,
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,hpt-obf:v1:Bl8KZWLBIOoQ-sON.FlryvD2GVwaIKvG6R36xZw.azdv4u9pREVMmT4N9-I,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MARY LANNING HEALTHCARE hospital HASTINGS NE official website,
280059,TWELVE CLANS UNITY HOSPITAL,225 S BLUFF STREET,WINNEBAGO,NE,68071,hpt-obf:v1:QhmfAGT7Nln4KNq9.CPHaNm32IJWRdzPf_4uWaA.j0Kn_eeKwaZP4LxrewE,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,TWELVE CLANS UNITY HOSPITAL hospital WINNEBAGO NE official website,
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,hpt-obf:v1:AZM32_7plCGarore.uOYlR_gYlLDqTQOsQLTTGg.c4BZSuDUUDcvGuevwbM,Acute Care - Veterans Administration,,no-domain,exempt-federal,federally owned; outside 45 CFR 180,,
280125,FAITH HEALTH,2700 WEST NORFOLK AVE,NORFOLK,NE,68701,hpt-obf:v1:iq64rDJBmjzzRSl2.QhhsmyMWTWSH-RPoU52aSw.vu6kVaao4-rYgrZHKp8,Acute Care Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,FAITH HEALTH hospital NORFOLK NE official website,
280779,FRIEND COMMUNITY HEALTHCARE SYSTEM,905 SECOND STREET,FRIEND,NE,68359,hpt-obf:v1:4R6JBdJpXTYcai8E.q0IFbOLkg4S5mIlCdHuVeA.PbOJcUv687k4dgJMusQ,Rural Emergency Hospital,,no-domain,exa-domain-lookup,no domain in the seed dataset,FRIEND COMMUNITY HEALTHCARE SYSTEM hospital FRIEND NE official website,
281301,FILLMORE COUNTY HOSPITAL,"P O BOX 193, 1900 F STREET",GENEVA,NE,68361,hpt-obf:v1:A4PEc9Rf26jtuMpl.ysegEqE83MUIWBBDMc1qRA.73NERFA6fwNllns9s_A,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,FILLMORE COUNTY HOSPITAL hospital GENEVA NE official website,
281302,PAWNEE COUNTY MEMORIAL HOSPITAL,600 I STREET,PAWNEE CITY,NE,68420,hpt-obf:v1:-10B8AYENgiVNofw.Z2EIe8roDOw6_t0Xja4cZw.W4pQr5fdrJX0f-noSrw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,PAWNEE COUNTY MEMORIAL HOSPITAL hospital PAWNEE CITY NE official website,
281308,HENDERSON COMMUNITY HOSPITAL,1621 FRONT STREET,HENDERSON,NE,68371,hpt-obf:v1:kXHC8sARBgHuv36_.NRXgp4tu0ojbKxyKPgKKjQ.icaAF7pI24zNluI2RGM,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,HENDERSON COMMUNITY HOSPITAL hospital HENDERSON NE official website,
281311,FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q ST,FRANKLIN,NE,68939,hpt-obf:v1:mHm7_KyLQMyfKodt.rAE_JWTVMhxLgfkW9I-O_A.Gwy7wRa6gjvz9Qn2DQY,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,FRANKLIN COUNTY MEMORIAL HOSPITAL hospital FRANKLIN NE official website,
281314,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER,"P O BOX 428, 531 BEEBE ST",OSCEOLA,NE,68651,hpt-obf:v1:hPz-PBuhVdpA8B4l.Q-jHwJGFGl-KwATddQMd2A.sbwgmou42yDvjGI33Zc,Critical Access Hospitals,ajhc.org,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,ANNIE JEFFREY MEMORIAL COUNTY HEALTH CENTER hospital OSCEOLA NE official website,
281315,BRODSTONE HEALTHCARE,"P O BOX 187, 520 EAST 10TH ST",SUPERIOR,NE,68978,hpt-obf:v1:_9kdybsGMNu-2n2m.ZERyNH8QQ6OFIq2VG3xEIA.Qr0JzErTrJUARaHnJxc,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,BRODSTONE HEALTHCARE hospital SUPERIOR NE official website,
281320,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,hpt-obf:v1:ZhtKXTFGPv15yhuI.Oi-lEtuRf8LDspDFxkL4YA.754vL9HRdUpK8zg04vk,Critical Access Hospitals,upmc.com,ok,name-match-review,pointer file works (39 entries) but none matched this hospital's name,,
281336,YORK GENERAL HEALTH CARE SERVICES,2222 LINCOLN AVE,YORK,NE,68467,hpt-obf:v1:5_ysBjichHwTwC9a.thMpTJHhXwgVjsbfxPyyYw.9mXnVcvnK3QLV6EtE3M,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,YORK GENERAL HEALTH CARE SERVICES hospital YORK NE official website,
281338,HOWARD COUNTY MEDICAL CENTER,"P O BOX 406, 1113 SHERMAN ST",ST PAUL,NE,68873,hpt-obf:v1:u8OUyuOmaa2GHaHy.TFGVtqz4wdqa8aFcG4Ed9A.ZO4wvm3rF8_28bCEXcM,Critical Access Hospitals,search.hospitalpriceindex.com,html,exa-domain-lookup,pointer fetch failed (html); domain is likely wrong or stale,HOWARD COUNTY MEDICAL CENTER hospital ST PAUL NE official website,
281339,MEMORIAL HEALTH CARE SYSTEMS,300 NORTH COLUMBIA AVE,SEWARD,NE,68434,hpt-obf:v1:gmuiYc6N_PLPRPDD.TJ8HDih_GW25AD9haiupJg.z607l7fL3fjDmVnTGGw,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,MEMORIAL HEALTH CARE SYSTEMS hospital SEWARD NE official website,
281341,CHADRON HOSPITAL,825 CENTENNIAL DRIVE,CHADRON,NE,69337,hpt-obf:v1:iRT4SHmx6hV42V9w.4x-KUvE4UgJsa9EWc6UV4w.7o6OC2RZV2SY_dUYTXs,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,CHADRON HOSPITAL hospital CHADRON NE official website,
281348,TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 6/34,CAMBRIDGE,NE,69022,hpt-obf:v1:V20qoML2bdUrmEkQ.xIRXBJ11ohICmsuMKZwHaQ.2c8lIXuilEvcWidViEo,Critical Access Hospitals,,no-domain,exa-domain-lookup,no domain in the seed dataset,TRI VALLEY HEALTH SYSTEM hospital CAMBRIDGE NE official website,
